label,title,content,text
0,Texsport Westview Screen Arbor,This item is without a doubt the worst waste of money in my life. I threw it into the trash. I rate it no stars.,Texsport Westview Screen Arbor This item is without a doubt the worst waste of money in my life. I threw it into the trash. I rate it no stars.
0,Runaway song,"I haven't listened to every song on this CD. However, I have heard ""Ready to Run"", ""I Love You"", and ""Maneater"". All of them are good. However,the most important song of all is missing: ""Every Breath You Take"" by the Police. It relates very well to the movie and was even on VH1's list of the 100 Greatest Rock and Roll Songs of All Time. So why did it fail to appear on this album? I was considering buying this CD, but now I see that my money would be wasted.","Runaway song I haven't listened to every song on this CD. However, I have heard ""Ready to Run"", ""I Love You"", and ""Maneater"". All of them are good. However,the most important song of all is missing: ""Every Breath You Take"" by the Police. It relates very well to the movie and was even on VH1's list of the 100 Greatest Rock and Roll Songs of All Time. So why did it fail to appear on this album? I was considering buying this CD, but now I see that my money would be wasted."
1,"Excellent, non-stop read, something the government should read!","A great, riveting, not-so-ficitonal novel of the current immigration situation and America's place in the world today. It is almost as if the world took note from this book in the events that have been happening. The government could use this book as a potential threat primer. Detailed, non-stop action from an author that has put serious energy into his writing. If you like Tom Clancy, this is much better, and very relevant to our current times.","Excellent, non-stop read, something the government should read! A great, riveting, not-so-ficitonal novel of the current immigration situation and America's place in the world today. It is almost as if the world took note from this book in the events that have been happening. The government could use this book as a potential threat primer. Detailed, non-stop action from an author that has put serious energy into his writing. If you like Tom Clancy, this is much better, and very relevant to our current times."
1,TF-3,this knife is amazing. love the finish on the blade. handle is comfortable and gives excellent grip. for me the rope cutter isnt all that useful but for others it might be. clip is a little tight but that should fix itself over time. opens quickly and is very crisp. blade comes shaving sharp. my only complaint is that its blade has a fair amount of play which i fixed by tightening the pivot this causes it to be hard to open but it u put some marvels mystery oil on the pivot and work it a little it gets silk,TF-3 this knife is amazing. love the finish on the blade. handle is comfortable and gives excellent grip. for me the rope cutter isnt all that useful but for others it might be. clip is a little tight but that should fix itself over time. opens quickly and is very crisp. blade comes shaving sharp. my only complaint is that its blade has a fair amount of play which i fixed by tightening the pivot this causes it to be hard to open but it u put some marvels mystery oil on the pivot and work it a little it gets silk
0,a little something about this young paleontologist,"Stephen Louis Brusatte (b. April 24, 1984 in Ottawa, Illinois), is a young American paleontologist.He is the author of the 2002 book Stately Fossils: A Comprehensive Look at the State Fossils and Other Official Fossils. Brusatte has additionally authored several scientific papers as well as over 100 popular articles for magazines such as Fossil News, Dino Press, Dinosaur World, and Prehistoric Times. Upon completion of a B.S. in geophysical sciences at the University of Chicago in 2006, Brusatte was awarded","a little something about this young paleontologist Stephen Louis Brusatte (b. April 24, 1984 in Ottawa, Illinois), is a young American paleontologist.He is the author of the 2002 book Stately Fossils: A Comprehensive Look at the State Fossils and Other Official Fossils. Brusatte has additionally authored several scientific papers as well as over 100 popular articles for magazines such as Fossil News, Dino Press, Dinosaur World, and Prehistoric Times. Upon completion of a B.S. in geophysical sciences at the University of Chicago in 2006, Brusatte was awarded"
0,Plastic Pegs,"I purchased this set of Chinese Checkers for my octogenerian mom, who always loved this game. I was disappointed in the quality of the pegs. They are plastic and shallow and tend to slip out of their holes during play.","Plastic Pegs I purchased this set of Chinese Checkers for my octogenerian mom, who always loved this game. I was disappointed in the quality of the pegs. They are plastic and shallow and tend to slip out of their holes during play."
0,DO NOT BUY the cd,"Okay, this is getting out of hand. My girlfriend's daughter started lessons, and the teacher said to go buy this book. So I pick it up WITH THE CD. Oh no giant mistake. Each track on the cd (gee, only 150 tracks) has no ""count."" Useless. Guess when the track starts. Now? How about now? Oops, you missed it. What a hunk of junk. A waste of $20. ""Corporate"" America at its finest.","DO NOT BUY the cd Okay, this is getting out of hand. My girlfriend's daughter started lessons, and the teacher said to go buy this book. So I pick it up WITH THE CD. Oh no giant mistake. Each track on the cd (gee, only 150 tracks) has no ""count."" Useless. Guess when the track starts. Now? How about now? Oops, you missed it. What a hunk of junk. A waste of $20. ""Corporate"" America at its finest."
0,Product is not just unsafe; it's dangerous and should be banned from being sold to the general public.,"The Juicer leaked badly on the first use, and then went crazy and started spinning in a rough way on the kitchen countertop causing breaking several glassware and causing terror to my wife and kids. I rushed to unplug the wire but it kept spinning and shaking in strange way for 5 more minutes. Product is not just unsafe; it's dangerous and should be banned from being sold to the general public.I will contact my congresswomen to raise the issue of unsafe house appliances and equipment sold in the market with","Product is not just unsafe; it's dangerous and should be banned from being sold to the general public. The Juicer leaked badly on the first use, and then went crazy and started spinning in a rough way on the kitchen countertop causing breaking several glassware and causing terror to my wife and kids. I rushed to unplug the wire but it kept spinning and shaking in strange way for 5 more minutes. Product is not just unsafe; it's dangerous and should be banned from being sold to the general public.I will contact my congresswomen to raise the issue of unsafe house appliances and equipment sold in the market with"
1,"Accurate, In Depth","First, I love Shelby Foote. I have seen him as a commentator in many documentaries. I would love to give him a Five star rating for this treatise, but I can't . I am absorbed with the civil war, but I got bogged down in the minutiae of this account. Sorry. For a historian, it would be a great read! I'm not a historian and I prefer the writing style of Jeff Shaara.","Accurate, In Depth First, I love Shelby Foote. I have seen him as a commentator in many documentaries. I would love to give him a Five star rating for this treatise, but I can't . I am absorbed with the civil war, but I got bogged down in the minutiae of this account. Sorry. For a historian, it would be a great read! I'm not a historian and I prefer the writing style of Jeff Shaara."
0,boring,"Though it had alot of action scenes, the character development was bad and they talked so fast in the beggining you couldn't tell what they were saying. Since you couldn't get into the characters, the overload of action scenes was hard to get into.","boring Though it had alot of action scenes, the character development was bad and they talked so fast in the beggining you couldn't tell what they were saying. Since you couldn't get into the characters, the overload of action scenes was hard to get into."
1,Amazing musicality and gorgeous vocals!,"Goodness deserves a much wider audience than it is presently enjoying. I have a wide range of tastes when it comes to music; I've also listened to a lot of it. Goodness is that rare band that delivers on all fronts: first-rate musicians, meaningful lyrics teamed with an incredible vocalist. Anthem is my first CD from the group but it certainly won't be my last! By all means- give them a listen! You'll enjoy it; they deserve it!","Amazing musicality and gorgeous vocals! Goodness deserves a much wider audience than it is presently enjoying. I have a wide range of tastes when it comes to music; I've also listened to a lot of it. Goodness is that rare band that delivers on all fronts: first-rate musicians, meaningful lyrics teamed with an incredible vocalist. Anthem is my first CD from the group but it certainly won't be my last! By all means- give them a listen! You'll enjoy it; they deserve it!"
0,Not my personal favorite,"This is a great football, but it only last a short while. If you buy this make sure to not have anything even slightly pointy around because it'll scrape it and pieces would come off. Mine had a small outer chunk peel off right before hitting a tree branch and going flat :/ avoid trees!","Not my personal favorite This is a great football, but it only last a short while. If you buy this make sure to not have anything even slightly pointy around because it'll scrape it and pieces would come off. Mine had a small outer chunk peel off right before hitting a tree branch and going flat :/ avoid trees!"
0,Revisionist nonsense,"The book is nonsense. If it was truly accepted as a doctoral dissertation, the University on Nantes has lowered its standing as an academy valuing truth. Interested readers are directed to Saul Friedlander's biography: Kurt Gerstein: The Ambiguity of Good (apparently OUP and not available from Amazon). Gerstein's account has been affirmed by, among others, some of the people who were there and were later tried (see Gitta Sereny's Into That Darkness for interviews with Franz Stangl and others). Finally, Yitz","Revisionist nonsense The book is nonsense. If it was truly accepted as a doctoral dissertation, the University on Nantes has lowered its standing as an academy valuing truth. Interested readers are directed to Saul Friedlander's biography: Kurt Gerstein: The Ambiguity of Good (apparently OUP and not available from Amazon). Gerstein's account has been affirmed by, among others, some of the people who were there and were later tried (see Gitta Sereny's Into That Darkness for interviews with Franz Stangl and others). Finally, Yitz"
1,Truly A Stan Kenton Classic,"Trying to find CD re-issues of those cherished 78rpm records, some a long time broken, can be difficult. Sometimes CD re-issues are of doubtful quality. 'Stan Kenton 1951' is excellent. Although not strictly serious in jazz terms this album contains many favourites from Stan's halcyon days. The gymnastic contortions of Maynard Ferguson's trumpet on 'Hot Canary' have been long sought and the crowning glory has to be 'Blues in Burlesque', Stan's tongue in cheek tribute to traditional jazz blues. These tracks ","Truly A Stan Kenton Classic Trying to find CD re-issues of those cherished 78rpm records, some a long time broken, can be difficult. Sometimes CD re-issues are of doubtful quality. 'Stan Kenton 1951' is excellent. Although not strictly serious in jazz terms this album contains many favourites from Stan's halcyon days. The gymnastic contortions of Maynard Ferguson's trumpet on 'Hot Canary' have been long sought and the crowning glory has to be 'Blues in Burlesque', Stan's tongue in cheek tribute to traditional jazz blues. These tracks "
1,Another Fabulous CD By George Gee,"This CD recorded live in NY, at the Roseland (in 1999) is an EXCELLENT live CD. Most of the songs are ones we all love from George Gee, there are quite a few moderate tempo songs that are great to lindy hop (swing) to and frankie manning calling the shim sham is an added bonus - which is quite fun to listen to and follow along.","Another Fabulous CD By George Gee This CD recorded live in NY, at the Roseland (in 1999) is an EXCELLENT live CD. Most of the songs are ones we all love from George Gee, there are quite a few moderate tempo songs that are great to lindy hop (swing) to and frankie manning calling the shim sham is an added bonus - which is quite fun to listen to and follow along."
1,,"I just finished reading Evans' The American Prophecies and could not put it down. I found it extensively documented, compelling and a must read for Evangelical Christians seeking to make sense of our current world. Contrary to other reviewers I have read, I do not find Evans a man of hate, but someone who is deeply saddened by the world events he has witnessed and feels a moral responsibity to let others know the dangers we face. In doing this he is well-aware of the attacks that will come his way--but our "," I just finished reading Evans' The American Prophecies and could not put it down. I found it extensively documented, compelling and a must read for Evangelical Christians seeking to make sense of our current world. Contrary to other reviewers I have read, I do not find Evans a man of hate, but someone who is deeply saddened by the world events he has witnessed and feels a moral responsibity to let others know the dangers we face. In doing this he is well-aware of the attacks that will come his way--but our "
1,50 Stars!!,"Super Smash Bros. is the greatest fighting game ever! It,s non-violent, it's fun, it's funny and it's multiplayer is awesome! It's a great game to play when you have friends over. It's one player mode starts to get boring after the first 100 times you beat it, but it's multiplayer mode is always fun. I highly recomend it to everyone.BUY IT!!!!!!","50 Stars!! Super Smash Bros. is the greatest fighting game ever! It,s non-violent, it's fun, it's funny and it's multiplayer is awesome! It's a great game to play when you have friends over. It's one player mode starts to get boring after the first 100 times you beat it, but it's multiplayer mode is always fun. I highly recomend it to everyone.BUY IT!!!!!!"
1,Latin Big Band,"Probably the best tropical orchestra in Latin America. They have recently released their 100th production making it the number one orchestra with that many albums in the world. you will enjoy everything from merengue, salsa, cumbia and all the up to date rythms. I highly recomend any production from Los Melodicos","Latin Big Band Probably the best tropical orchestra in Latin America. They have recently released their 100th production making it the number one orchestra with that many albums in the world. you will enjoy everything from merengue, salsa, cumbia and all the up to date rythms. I highly recomend any production from Los Melodicos"
0,Big disappointment,After reading the Da Vinci Code I thought that Dan Brown had something special which lacked in other fictional authors. I started reading Angels and Demons and it just did not hold my interest at all. The main problem is that it jumps right into the plot without developing the characters. It also mixes like a thousand plots at the same time. I didnt even read further than page 100.,Big disappointment After reading the Da Vinci Code I thought that Dan Brown had something special which lacked in other fictional authors. I started reading Angels and Demons and it just did not hold my interest at all. The main problem is that it jumps right into the plot without developing the characters. It also mixes like a thousand plots at the same time. I didnt even read further than page 100.
1,"*5* star series, but *1* star off for apparently poor dvd","I have been trying to learn Spanish, so I began watching some telenovelas. ""Corazon Salvaje"" (Wild Heart) is one of my favorite television series, I love it. However, I realize from the reviews on here that the dvd is very chopped up and edited, that is why I will not buy it.""Corazon Salvaje"" could get divided into three dvd sets. The first set would contain the first 27 episodes, and the same with the second and third, since if I remember correctly it has 81 episodes in all. These box sets can be released ","*5* star series, but *1* star off for apparently poor dvd I have been trying to learn Spanish, so I began watching some telenovelas. ""Corazon Salvaje"" (Wild Heart) is one of my favorite television series, I love it. However, I realize from the reviews on here that the dvd is very chopped up and edited, that is why I will not buy it.""Corazon Salvaje"" could get divided into three dvd sets. The first set would contain the first 27 episodes, and the same with the second and third, since if I remember correctly it has 81 episodes in all. These box sets can be released "
0,My first 1-star review,"This thing fell apart after less than a year of use. First, it developed a leak where it mounts to the faucet. That happened at around 3-4 months of usage. Then, the chrome colored bottom piece where the water comes out fell off, so it was chrome finish on top and black on the bottom. That happened at about 4-5 months. Then, it simultaneously developed a much larger crack where the filter rotates and two pin-sized holes on the visual indicator window, so water would spray everywhere when I turned the filter","My first 1-star review This thing fell apart after less than a year of use. First, it developed a leak where it mounts to the faucet. That happened at around 3-4 months of usage. Then, the chrome colored bottom piece where the water comes out fell off, so it was chrome finish on top and black on the bottom. That happened at about 4-5 months. Then, it simultaneously developed a much larger crack where the filter rotates and two pin-sized holes on the visual indicator window, so water would spray everywhere when I turned the filter"
1,bt in georgia,"we bought this for our 9 year old for his birthday. he loves it! when we read the reviews on it the others said that it was noisy. we have found that it is not that bad, you can tell it is there at first but after awhile you dont even pay it any attention. this saturday we take out the finished product and i think i am just as excited as he is.","bt in georgia we bought this for our 9 year old for his birthday. he loves it! when we read the reviews on it the others said that it was noisy. we have found that it is not that bad, you can tell it is there at first but after awhile you dont even pay it any attention. this saturday we take out the finished product and i think i am just as excited as he is."
1,Sucks you in and freaks you out!,"At first, I felt like I was watching ""Investigative Reports"" on A&E. You know, interesting, but not engaging. However, it wasn't until 1/2 hour into the film, that I realized how involved I had actually gotten. I couldn't turn it off, and I was anxiously riveted to my sofa to find out ""whodunnit."" Congratulations to these two independent filmmakers for a job well done!","Sucks you in and freaks you out! At first, I felt like I was watching ""Investigative Reports"" on A&E. You know, interesting, but not engaging. However, it wasn't until 1/2 hour into the film, that I realized how involved I had actually gotten. I couldn't turn it off, and I was anxiously riveted to my sofa to find out ""whodunnit."" Congratulations to these two independent filmmakers for a job well done!"
1,A Privilege to Read!,"Stephen White has written a very tight and well paced story. The characters, especially Alan, are interesting and compelling right from the beginning. It's clear that the author knows of what he writes, which lends a great air of reality to the whole story. I loved the ending...surprising, action-packed and lots of fun to read.If possible, I'd read this book before White's others just because many of the characters in this novel re-appear throughout the series.","A Privilege to Read! Stephen White has written a very tight and well paced story. The characters, especially Alan, are interesting and compelling right from the beginning. It's clear that the author knows of what he writes, which lends a great air of reality to the whole story. I loved the ending...surprising, action-packed and lots of fun to read.If possible, I'd read this book before White's others just because many of the characters in this novel re-appear throughout the series."
0,hard to care...,"Basically, this is the story of 22 year old Ariel, and how she tries to make it in the big city after graduating from college. She ends up temping while writing a ""trials and tribulations"" (read ""sex"") column in a local paper. A premise that could have been funny ends up being slightly boring. Ariel tries to appear as a bad girl, using phrases like ""he ground my beef"", but ends up having to make up the dirtiest parts of her column. And then, when she gets notoriety, the way she wanted, she whines about it. ","hard to care... Basically, this is the story of 22 year old Ariel, and how she tries to make it in the big city after graduating from college. She ends up temping while writing a ""trials and tribulations"" (read ""sex"") column in a local paper. A premise that could have been funny ends up being slightly boring. Ariel tries to appear as a bad girl, using phrases like ""he ground my beef"", but ends up having to make up the dirtiest parts of her column. And then, when she gets notoriety, the way she wanted, she whines about it. "
0,Eh...,"Taste was ok, but didn't like the little floating peices of glycerol(I think thats what they were) throughout it and really bad once you got to the bottom. Didn't see much difference from this from Kre-akalyn, my previous creatine. Although didn't get that long to test it, only used for about 10 days until i accidentally left it in my car and the extreme heat of the day hardened and ruined it(Leaving in my car does nothing to my NO-Xplode, so assumed this would be fine but was very wrong). After that my bro","Eh... Taste was ok, but didn't like the little floating peices of glycerol(I think thats what they were) throughout it and really bad once you got to the bottom. Didn't see much difference from this from Kre-akalyn, my previous creatine. Although didn't get that long to test it, only used for about 10 days until i accidentally left it in my car and the extreme heat of the day hardened and ruined it(Leaving in my car does nothing to my NO-Xplode, so assumed this would be fine but was very wrong). After that my bro"
0,Not what I thought it would be,"Bought this to replace a cordless Shark thinking the reviews made it sound even better. It will be back to the Shark for us. This picks up hair, but leaves most heavier items (like sidewalk salt or sand) right where the vacuum is shut off (you learn to not shut it off until you are over the garbage can)...if, in fact, it doesn't just leave it on the floor in slightly smaller pieces. We bought it for quick clean ups on smooth surfaces, so it has not been asked to do the job of a better vacuum. I should have ","Not what I thought it would be Bought this to replace a cordless Shark thinking the reviews made it sound even better. It will be back to the Shark for us. This picks up hair, but leaves most heavier items (like sidewalk salt or sand) right where the vacuum is shut off (you learn to not shut it off until you are over the garbage can)...if, in fact, it doesn't just leave it on the floor in slightly smaller pieces. We bought it for quick clean ups on smooth surfaces, so it has not been asked to do the job of a better vacuum. I should have "
1,We love them.,The glasses are bigger than what i thought they would be. They are light & do not tip over easily. They are my fav water glass now. They are great & bonus there are made in the USA.,We love them. The glasses are bigger than what i thought they would be. They are light & do not tip over easily. They are my fav water glass now. They are great & bonus there are made in the USA.
1,Cute but ...,If you are a fan of Heather Graham fan it is on of her typical movies cute and funny but not very original. If you are a fan like me you will love it.,Cute but ... If you are a fan of Heather Graham fan it is on of her typical movies cute and funny but not very original. If you are a fan like me you will love it.
1,A strange proposition . . .,"I must agree with my friend from Forest Hills, New York. The ending does make you scratch your head a piece. However, I have read The Butterfly Hunter and The Japanese Corpse, and this is the man's style for sure. However, I have always detected something very very unusual in his work and something very very American here. The work rings of Heinrich Boll in places, but something intuitive tells me otherwise. You may find the vulgar racial resonations of Det. Grijpstra's work associates uninspiring, but alas","A strange proposition . . . I must agree with my friend from Forest Hills, New York. The ending does make you scratch your head a piece. However, I have read The Butterfly Hunter and The Japanese Corpse, and this is the man's style for sure. However, I have always detected something very very unusual in his work and something very very American here. The work rings of Heinrich Boll in places, but something intuitive tells me otherwise. You may find the vulgar racial resonations of Det. Grijpstra's work associates uninspiring, but alas"
1,MASTER OF SHRED DISASTER,BUCKETHEAD IS THE WORLDS MOST DANGEROUS GUITARIST. EVERY ALBUM HAS 30-40 MINUTES OF GREAT MUSIC FEATURING HIS GUITAR & BASS ALONG WITH TALENTED SIDEMEN LIKE LES CLAYPOOL & BRAIN FROM PRIMUS. THE REST OF THE CD IS USUALLY SILLY POEMS AND GOOFY SOUND DROPS. INCONSISTANT BUT SOMETIMES BRILLIANT.,MASTER OF SHRED DISASTER BUCKETHEAD IS THE WORLDS MOST DANGEROUS GUITARIST. EVERY ALBUM HAS 30-40 MINUTES OF GREAT MUSIC FEATURING HIS GUITAR & BASS ALONG WITH TALENTED SIDEMEN LIKE LES CLAYPOOL & BRAIN FROM PRIMUS. THE REST OF THE CD IS USUALLY SILLY POEMS AND GOOFY SOUND DROPS. INCONSISTANT BUT SOMETIMES BRILLIANT.
0,Don't believe what you read !!!,"Bought this to install in a 2000 Ford Focus. Does NOT fit !!! Best Buy charged me three times the price for the correct part. According to their reference guide, which was from the same manufacture as this one, my Focus required an Audi/VW/European. I second guessed the kid at the store, but he told me that this is the part number it calls for. It fit and works perfectly. When you remove your old car stereo, you'll find a MALE connection on the end of your antenna. This part also comes equipped with a MALE ","Don't believe what you read !!! Bought this to install in a 2000 Ford Focus. Does NOT fit !!! Best Buy charged me three times the price for the correct part. According to their reference guide, which was from the same manufacture as this one, my Focus required an Audi/VW/European. I second guessed the kid at the store, but he told me that this is the part number it calls for. It fit and works perfectly. When you remove your old car stereo, you'll find a MALE connection on the end of your antenna. This part also comes equipped with a MALE "
1,"Give Over It, Meyan is just a toy.","Since when are ""moral values"" something to debate when giving a review for a toy!?! It's a doll. If you don't find it appropriate, don't buy it. It doesn't matter what anyone else does either!! Meygan and the rest of the Bratz Secret Date dolls are a great toy for the mystery of not knowing which doll is included in the other half of the package There's no other hidden, immoral message iherent in the toy unless someone gives it meaning. I say, let girls have fun imagining their futures. It's up the grownups","Give Over It, Meyan is just a toy. Since when are ""moral values"" something to debate when giving a review for a toy!?! It's a doll. If you don't find it appropriate, don't buy it. It doesn't matter what anyone else does either!! Meygan and the rest of the Bratz Secret Date dolls are a great toy for the mystery of not knowing which doll is included in the other half of the package There's no other hidden, immoral message iherent in the toy unless someone gives it meaning. I say, let girls have fun imagining their futures. It's up the grownups"
1,Another Great Series from Paul Henning,"Paul Henning is one of the most underrated television producers. ""The Beverly Hillbillies"" and ""Petticoat Junction"", along with ""Green Acres"", are among the great sitcoms not only from the 1960s but of all-time. I only wish a nice set of DVDs like ""Green Acres"" would be offered for ""The Beverly Hillbillies"" and ""Petticoat Junction"". It would be nice to have all these shows in my DVD collection.","Another Great Series from Paul Henning Paul Henning is one of the most underrated television producers. ""The Beverly Hillbillies"" and ""Petticoat Junction"", along with ""Green Acres"", are among the great sitcoms not only from the 1960s but of all-time. I only wish a nice set of DVDs like ""Green Acres"" would be offered for ""The Beverly Hillbillies"" and ""Petticoat Junction"". It would be nice to have all these shows in my DVD collection."
1,The Product works well,"Before I purchased this product did some research on the ingredients: ""Chromium Picolinate"" in Google and found lot of good articles. After being convinced, started using for the last 2 weeks and feel that the Sugar levels are under control.","The Product works well Before I purchased this product did some research on the ingredients: ""Chromium Picolinate"" in Google and found lot of good articles. After being convinced, started using for the last 2 weeks and feel that the Sugar levels are under control."
1,Amazing devotional,"This is my favorite daily devotional book that I have ever used. Ms. Young phrases it in such a personal way, and yet, all according to His Word. I have had one over a year, and have given copies to my daughter and a friend. I love the way this edition is bound in beautiful tooled leather.","Amazing devotional This is my favorite daily devotional book that I have ever used. Ms. Young phrases it in such a personal way, and yet, all according to His Word. I have had one over a year, and have given copies to my daughter and a friend. I love the way this edition is bound in beautiful tooled leather."
1,Country music's hidden angel,"I just received this CD in the mail today, and I absolutely love it. Anita's clear soprano vocals seem to pierce through the emotions of the listener. I would seriously reccomend this to anyone, and I believe that Anita does not get the recognition she deserves as the amazing vocalist that she was. This album is just Anita, in all her glory. Also, if you're a Helen Carter fan like me, she's on here too helping Anita out on some of the songs. Buy it, it's great!","Country music's hidden angel I just received this CD in the mail today, and I absolutely love it. Anita's clear soprano vocals seem to pierce through the emotions of the listener. I would seriously reccomend this to anyone, and I believe that Anita does not get the recognition she deserves as the amazing vocalist that she was. This album is just Anita, in all her glory. Also, if you're a Helen Carter fan like me, she's on here too helping Anita out on some of the songs. Buy it, it's great!"
0,no rotation,"it doesn't even rotate i just received it today, and i flicked it on and it didn't rotate, i tried to look if there was a buttuon to turn on rotation but nothing. Im disappointed and i am returning this item","no rotation it doesn't even rotate i just received it today, and i flicked it on and it didn't rotate, i tried to look if there was a buttuon to turn on rotation but nothing. Im disappointed and i am returning this item"
1,A good guidebook for a short trip,"I used this book for a recent 3-day trip to Lisbon. The maps in the back are really helpful, but the info in here wasn't as good as other books in this series. It made it difficult to really get a coherent sense of the area before arriving. Still, it makes a good reference for a short trip and the small size makes it great for carrying around.","A good guidebook for a short trip I used this book for a recent 3-day trip to Lisbon. The maps in the back are really helpful, but the info in here wasn't as good as other books in this series. It made it difficult to really get a coherent sense of the area before arriving. Still, it makes a good reference for a short trip and the small size makes it great for carrying around."
0,Classic Greenberg,"I had a hard time taking this book seriously, as it is full of false logic and disinformation. No sources are cited, at least not in my edition, leading me to wonder where he learned how pregnancy feels for all women. Like much of his work that I read, I found more false premises here than actual facts.","Classic Greenberg I had a hard time taking this book seriously, as it is full of false logic and disinformation. No sources are cited, at least not in my edition, leading me to wonder where he learned how pregnancy feels for all women. Like much of his work that I read, I found more false premises here than actual facts."
0,Bulb is NON replaceable,"My toddler fell in love w/ this lamp. Every night he goes to sleep watching the fish swim round and round. I wanted to buy replacement bulbs before the original bulb would go out. My husband took a look at it and said it seemed to be glued in, but couldn't find a wattage number on it or any info. So I emailed the manufacturer and this was his reply:I apologize. Those fish lamp do not have replacement light bulbs.Once those light bulb are out and It will be best to buy another one.Because, changing light bul","Bulb is NON replaceable My toddler fell in love w/ this lamp. Every night he goes to sleep watching the fish swim round and round. I wanted to buy replacement bulbs before the original bulb would go out. My husband took a look at it and said it seemed to be glued in, but couldn't find a wattage number on it or any info. So I emailed the manufacturer and this was his reply:I apologize. Those fish lamp do not have replacement light bulbs.Once those light bulb are out and It will be best to buy another one.Because, changing light bul"
0,Stopped working after 6 months of use,It was great while it worked.... quiet and efficient. after one summer's use (appx 6 months) we put the unit away and pulled it out again to find that it wasn't drawing any water out from the air. called customer service and they stated it is a compressor problem and that i need to find a repair person on my own to have it fixed since it was past the one year warranty. the repair person suggested we junk the unit and buy something else with an extended warranty. very disappointed with the unit and their cus,Stopped working after 6 months of use It was great while it worked.... quiet and efficient. after one summer's use (appx 6 months) we put the unit away and pulled it out again to find that it wasn't drawing any water out from the air. called customer service and they stated it is a compressor problem and that i need to find a repair person on my own to have it fixed since it was past the one year warranty. the repair person suggested we junk the unit and buy something else with an extended warranty. very disappointed with the unit and their cus
0,Malawi bedding set,"I ordered this bedding set for my son, I hate it. It is very cute, but when I washed it, it got faded and fell apart. This set is not worth your money..........","Malawi bedding set I ordered this bedding set for my son, I hate it. It is very cute, but when I washed it, it got faded and fell apart. This set is not worth your money.........."
0,Dreaming of the end!,"I could barely get through this book. It was dull, plodding, and made little sense. The main character is a mother who seems to be everywhere but where she is supposed to be, and doesn't seem to know where she's going...although her children try to keep her on track, it doesn't seem as if she cares or even pays attention. Not a good ""southern"" novel in my opinion, and a difficult, not really enjoyable read.","Dreaming of the end! I could barely get through this book. It was dull, plodding, and made little sense. The main character is a mother who seems to be everywhere but where she is supposed to be, and doesn't seem to know where she's going...although her children try to keep her on track, it doesn't seem as if she cares or even pays attention. Not a good ""southern"" novel in my opinion, and a difficult, not really enjoyable read."
0,Skipper,This DVD looks nice and all but is horrible because it skips and stuff after the first time I watched it. Thumbs down.,Skipper This DVD looks nice and all but is horrible because it skips and stuff after the first time I watched it. Thumbs down.
1,bracket broke,"- Here is a nice link to compare the brightness of the Planetbike lights:[...]- The plastic mount for helmet was broken when I tried to tight it on my helmet...Good thing is they sell the replacement parts for $3: [...]. So, don't do the same mistake i made...- I mounted on the bike, it is definitely more than "" to be seen "" light. At the angle I mounted light comes to my eyes...you might consider to put an opaque tape to block the light or change the mounting angle- I didnt like the switch. It is a little ","bracket broke - Here is a nice link to compare the brightness of the Planetbike lights:[...]- The plastic mount for helmet was broken when I tried to tight it on my helmet...Good thing is they sell the replacement parts for $3: [...]. So, don't do the same mistake i made...- I mounted on the bike, it is definitely more than "" to be seen "" light. At the angle I mounted light comes to my eyes...you might consider to put an opaque tape to block the light or change the mounting angle- I didnt like the switch. It is a little "
0,Too much of Jenkins' personal life; not enough Alaska,"This is the first Peter Jenkins book I have read and I was a bit disappointed. There are some good Alaska moments here, but they are drowned out by Jenkins' personal reminiscences. If I wanted to hear about how melancholy he is about his daughter growing up and moving away I would have bought a different book. I wanted to read about Alaska-- and I found too little of that in this book. (For the record, I lived in Fairbanks for 3 years-- I was looking for the quirkiness and beauty that I remember from Alaska","Too much of Jenkins' personal life; not enough Alaska This is the first Peter Jenkins book I have read and I was a bit disappointed. There are some good Alaska moments here, but they are drowned out by Jenkins' personal reminiscences. If I wanted to hear about how melancholy he is about his daughter growing up and moving away I would have bought a different book. I wanted to read about Alaska-- and I found too little of that in this book. (For the record, I lived in Fairbanks for 3 years-- I was looking for the quirkiness and beauty that I remember from Alaska"
0,A big waste of money,"I waited to get enough money to buy this game and I was disapointed. I have had it for a week and it isn't getting better. Its like doing the same screens over and over.If you run out of emotion and need to use like say,fire. You have to start over.Get any other Mario game and you will be happy. But this is like a baby game.","A big waste of money I waited to get enough money to buy this game and I was disapointed. I have had it for a week and it isn't getting better. Its like doing the same screens over and over.If you run out of emotion and need to use like say,fire. You have to start over.Get any other Mario game and you will be happy. But this is like a baby game."
0,don't buy this...,"My under-the-cabinet can opener was good, but it didn't open big coffee cans well. When it finally stopped working, I purchased this one because it said it opened any size can, and it is a good name machine. It is horrible. The cutter falls off easily and it takes a couple of trys to get it started opening the can. I am throwing it out and buying something else.","don't buy this... My under-the-cabinet can opener was good, but it didn't open big coffee cans well. When it finally stopped working, I purchased this one because it said it opened any size can, and it is a good name machine. It is horrible. The cutter falls off easily and it takes a couple of trys to get it started opening the can. I am throwing it out and buying something else."
0,Hard to Review,Although the product didn't work when we got it. We did love the size.. and Amazon service is the BEST. Returning it was EASY! Thanks Amazon.,Hard to Review Although the product didn't work when we got it. We did love the size.. and Amazon service is the BEST. Returning it was EASY! Thanks Amazon.
